,Team Number,Team Name,Date,Win Streak,Numeric Win Streak
3738,67, F_Dickinson,20180318,--,-2
3739,67, F_Dickinson,20180318,+,1
3740,67, F_Dickinson,20180323,-,-1
3741,67, F_Dickinson,20180324,--,-2
3742,67, F_Dickinson,20180325,---,-3
3743,67, F_Dickinson,20180329,----,-4
3744,67, F_Dickinson,20180330,-----,-5
3745,67, F_Dickinson,20180331,------,-6
3746,67, F_Dickinson,20180406,-------,-7
3747,67, F_Dickinson,20180406,--------,-8
3748,67, F_Dickinson,20180408,---------,-9
3749,67, F_Dickinson,20180408,----------,-10
3750,67, F_Dickinson,20180411,+,1
3751,67, F_Dickinson,20180413,-,-1
3752,67, F_Dickinson,20180414,--,-2
3753,67, F_Dickinson,20180414,---,-3
3754,67, F_Dickinson,20180415,----,-4
3755,67, F_Dickinson,20180417,-----,-5
3756,67, F_Dickinson,20180420,------,-6
3757,67, F_Dickinson,20180421,-------,-7
3758,67, F_Dickinson,20180421,+,1
3759,67, F_Dickinson,20180422,-,-1
3760,67, F_Dickinson,20180424,+,1
3761,67, F_Dickinson,20180427,-,-1
3762,67, F_Dickinson,20180428,--,-2
3763,67, F_Dickinson,20180428,---,-3
3764,67, F_Dickinson,20180429,----,-4
3765,67, F_Dickinson,20180504,-----,-5
3766,67, F_Dickinson,20180505,------,-6
3767,67, F_Dickinson,20180505,-------,-7
3768,67, F_Dickinson,20180506,--------,-8
3769,67, F_Dickinson,20180511,---------,-9
3770,67, F_Dickinson,20180511,----------,-10
3771,67, F_Dickinson,20180517,-----------,-11
3772,67, F_Dickinson,20180518,------------,-12
3773,67, F_Dickinson,20180518,-------------,-13
3774,68, Fairfield,20180223,-,-1
3775,68, Fairfield,20180224,--,-2
3776,68, Fairfield,20180225,---,-3
3777,68, Fairfield,20180228,----,-4
3778,68, Fairfield,20180303,+,1
3779,68, Fairfield,20180304,-,-1
3780,68, Fairfield,20180304,--,-2
3781,68, Fairfield,20180310,+,1
3782,68, Fairfield,20180310,-,-1
3783,68, Fairfield,20180311,--,-2
3784,68, Fairfield,20180313,+,1
3785,68, Fairfield,20180314,++,2
3786,68, Fairfield,20180316,-,-1
3787,68, Fairfield,20180317,--,-2
3788,68, Fairfield,20180318,---,-3
3789,68, Fairfield,20180320,+,1
3790,68, Fairfield,20180324,-,-1
3791,68, Fairfield,20180325,+,1
3792,68, Fairfield,20180326,-,-1
3793,68, Fairfield,20180327,+,1
3794,68, Fairfield,20180330,-,-1
3795,68, Fairfield,20180331,--,-2
3796,68, Fairfield,20180331,+,1
3797,68, Fairfield,20180404,-,-1
3798,68, Fairfield,20180407,+,1
3799,68, Fairfield,20180408,++,2
3800,68, Fairfield,20180408,+++,3
3801,68, Fairfield,20180411,++++,4
3802,68, Fairfield,20180414,-,-1
3803,68, Fairfield,20180414,+,1
3804,68, Fairfield,20180415,-,-1
3805,68, Fairfield,20180417,--,-2
3806,68, Fairfield,20180418,+,1
3807,68, Fairfield,20180421,++,2
3808,68, Fairfield,20180421,-,-1
3809,68, Fairfield,20180422,--,-2
3810,68, Fairfield,20180424,+,1
3811,68, Fairfield,20180426,++,2
3812,68, Fairfield,20180428,-,-1
3813,68, Fairfield,20180428,--,-2
3814,68, Fairfield,20180429,+,1
3815,68, Fairfield,20180501,++,2
3816,68, Fairfield,20180504,-,-1
3817,68, Fairfield,20180505,+,1
3818,68, Fairfield,20180506,-,-1
3819,68, Fairfield,20180512,+,1
3820,68, Fairfield,20180513,-,-1
3821,68, Fairfield,20180513,--,-2
3822,68, Fairfield,20180515,+,1
3823,68, Fairfield,20180518,-,-1
3824,68, Fairfield,20180518,--,-2
3825,71, Florida,20180216,+,1
3826,71, Florida,20180217,++,2
3827,71, Florida,20180218,+++,3
3828,71, Florida,20180220,++++,4
3829,71, Florida,20180221,+++++,5
3830,71, Florida,20180223,++++++,6
3831,71, Florida,20180224,+++++++,7
3832,71, Florida,20180225,-,-1
3833,71, Florida,20180227,+,1
3834,71, Florida,20180228,++,2
3835,71, Florida,20180302,+++,3
3836,71, Florida,20180303,++++,4
3837,71, Florida,20180304,+++++,5
3838,71, Florida,20180306,-,-1
3839,71, Florida,20180307,--,-2
3840,71, Florida,20180309,+,1
3841,71, Florida,20180310,++,2
3842,71, Florida,20180310,+++,3
3843,71, Florida,20180313,++++,4
3844,71, Florida,20180316,+++++,5
3845,71, Florida,20180317,-,-1
3846,71, Florida,20180318,+,1
3847,71, Florida,20180321,++,2
3848,71, Florida,20180323,-,-1
3849,71, Florida,20180324,+,1
3850,71, Florida,20180325,++,2
3851,71, Florida,20180327,+++,3
3852,71, Florida,20180330,++++,4
3853,71, Florida,20180331,+++++,5
3854,71, Florida,20180401,++++++,6
3855,71, Florida,20180403,+++++++,7
3856,71, Florida,20180407,++++++++,8
3857,71, Florida,20180408,+++++++++,9
3858,71, Florida,20180408,-,-1
3859,71, Florida,20180410,+,1
3860,71, Florida,20180413,++,2
3861,71, Florida,20180414,+++,3
3862,71, Florida,20180414,++++,4
3863,71, Florida,20180417,-,-1
3864,71, Florida,20180419,+,1
3865,71, Florida,20180420,++,2
3866,71, Florida,20180421,-,-1
3867,71, Florida,20180424,--,-2
3868,71, Florida,20180426,+,1
3869,71, Florida,20180427,-,-1
3870,71, Florida,20180428,+,1
3871,71, Florida,20180504,++,2
3872,71, Florida,20180505,+++,3
3873,71, Florida,20180506,-,-1
3874,71, Florida,20180508,+,1
3875,71, Florida,20180511,++,2
3876,71, Florida,20180512,+++,3
3877,71, Florida,20180513,-,-1
3878,71, Florida,20180517,--,-2
3879,71, Florida,20180518,---,-3
3880,71, Florida,20180519,----,-4
3881,71, Florida,20180523,+,1
3882,71, Florida,20180525,-,-1
3883,71, Florida,20180525,--,-2
3884,71, Florida,20180601,+,1
3885,71, Florida,20180602,++,2
3886,71, Florida,20180604,-,-1
3887,71, Florida,20180604,+,1
3888,71, Florida,20180609,++,2
3889,71, Florida,20180610,-,-1
3890,71, Florida,20180611,+,1
3891,71, Florida,20180617,-,-1
3892,71, Florida,20180619,+,1
3893,71, Florida,20180621,++,2
3894,71, Florida,20180622,-,-1
3895,72, Florida_A&M,20180216,-,-1
3896,72, Florida_A&M,20180217,+,1
3897,72, Florida_A&M,20180218,-,-1
3898,72, Florida_A&M,20180220,--,-2
3899,72, Florida_A&M,20180221,+,1
3900,72, Florida_A&M,20180223,-,-1
3901,72, Florida_A&M,20180224,+,1
3902,72, Florida_A&M,20180224,++,2
3903,72, Florida_A&M,20180225,-,-1
3904,72, Florida_A&M,20180227,--,-2
3905,72, Florida_A&M,20180228,+,1
3906,72, Florida_A&M,20180302,-,-1
3907,72, Florida_A&M,20180303,+,1
3908,72, Florida_A&M,20180304,-,-1
3909,72, Florida_A&M,20180304,--,-2
3910,72, Florida_A&M,20180306,---,-3
3911,72, Florida_A&M,20180307,----,-4
3912,72, Florida_A&M,20180310,+,1
3913,72, Florida_A&M,20180310,++,2
3914,72, Florida_A&M,20180311,-,-1
3915,72, Florida_A&M,20180313,+,1
3916,72, Florida_A&M,20180317,-,-1
3917,72, Florida_A&M,20180318,+,1
3918,72, Florida_A&M,20180318,++,2
3919,72, Florida_A&M,20180323,-,-1
3920,72, Florida_A&M,20180324,--,-2
3921,72, Florida_A&M,20180325,---,-3
3922,72, Florida_A&M,20180327,----,-4
3923,72, Florida_A&M,20180330,+,1
3924,72, Florida_A&M,20180331,++,2
3925,72, Florida_A&M,20180331,+++,3
3926,72, Florida_A&M,20180403,-,-1
3927,72, Florida_A&M,20180406,--,-2
3928,72, Florida_A&M,20180406,---,-3
3929,72, Florida_A&M,20180411,----,-4
3930,72, Florida_A&M,20180414,-----,-5
3931,72, Florida_A&M,20180414,+,1
3932,72, Florida_A&M,20180415,++,2
3933,72, Florida_A&M,20180421,+++,3
3934,72, Florida_A&M,20180421,++++,4
3935,72, Florida_A&M,20180422,+++++,5
3936,72, Florida_A&M,20180427,-,-1
3937,72, Florida_A&M,20180428,--,-2
3938,72, Florida_A&M,20180429,+,1
3939,72, Florida_A&M,20180502,++,2
3940,72, Florida_A&M,20180505,+++,3
3941,72, Florida_A&M,20180505,-,-1
3942,72, Florida_A&M,20180506,+,1
3943,72, Florida_A&M,20180507,-,-1
3944,72, Florida_A&M,20180511,--,-2
3945,72, Florida_A&M,20180511,+,1
3946,72, Florida_A&M,20180512,-,-1
3947,72, Florida_A&M,20180516,+,1
3948,72, Florida_A&M,20180517,-,-1
3949,72, Florida_A&M,20180519,--,-2
3950,73, Florida_Intl,20180216,-,-1
3951,73, Florida_Intl,20180217,--,-2
3952,73, Florida_Intl,20180218,+,1
3953,73, Florida_Intl,20180223,++,2
3954,73, Florida_Intl,20180224,-,-1
3955,73, Florida_Intl,20180225,+,1
3956,73, Florida_Intl,20180227,++,2
3957,73, Florida_Intl,20180228,-,-1
3958,73, Florida_Intl,20180302,--,-2
3959,73, Florida_Intl,20180303,---,-3
3960,73, Florida_Intl,20180304,+,1
3961,73, Florida_Intl,20180307,++,2
3962,73, Florida_Intl,20180309,-,-1
3963,73, Florida_Intl,20180310,+,1
3964,73, Florida_Intl,20180311,++,2
3965,73, Florida_Intl,20180311,+++,3
3966,73, Florida_Intl,20180312,-,-1
3967,73, Florida_Intl,20180314,--,-2
3968,73, Florida_Intl,20180316,---,-3
3969,73, Florida_Intl,20180317,+,1
3970,73, Florida_Intl,20180318,-,-1
3971,73, Florida_Intl,20180320,--,-2
3972,73, Florida_Intl,20180321,---,-3
3973,73, Florida_Intl,20180323,+,1
3974,73, Florida_Intl,20180324,++,2
3975,73, Florida_Intl,20180325,-,-1
3976,73, Florida_Intl,20180329,+,1
3977,73, Florida_Intl,20180330,-,-1
3978,73, Florida_Intl,20180331,--,-2
3979,73, Florida_Intl,20180403,+,1
3980,73, Florida_Intl,20180406,-,-1
3981,73, Florida_Intl,20180408,+,1
3982,73, Florida_Intl,20180408,++,2
3983,73, Florida_Intl,20180413,-,-1
3984,73, Florida_Intl,20180414,+,1
3985,73, Florida_Intl,20180415,-,-1
3986,73, Florida_Intl,20180420,--,-2
3987,73, Florida_Intl,20180420,+,1
3988,73, Florida_Intl,20180422,-,-1
3989,73, Florida_Intl,20180425,+,1
3990,73, Florida_Intl,20180428,++,2
3991,73, Florida_Intl,20180428,-,-1
3992,73, Florida_Intl,20180429,+,1
3993,73, Florida_Intl,20180501,-,-1
3994,73, Florida_Intl,20180502,--,-2
3995,73, Florida_Intl,20180504,---,-3
3996,73, Florida_Intl,20180505,+,1
3997,73, Florida_Intl,20180511,++,2
3998,73, Florida_Intl,20180512,+++,3
3999,73, Florida_Intl,20180513,++++,4
4000,73, Florida_Intl,20180518,-,-1
4001,73, Florida_Intl,20180518,+,1
4002,73, Florida_Intl,20180523,-,-1
4003,73, Florida_Intl,20180524,--,-2
4004,74, Florida_St,20180216,+,1
4005,74, Florida_St,20180217,++,2
4006,74, Florida_St,20180218,+++,3
4007,74, Florida_St,20180220,++++,4
4008,74, Florida_St,20180223,+++++,5
4009,74, Florida_St,20180224,++++++,6
4010,74, Florida_St,20180225,+++++++,7
4011,74, Florida_St,20180227,++++++++,8
4012,74, Florida_St,20180302,+++++++++,9
4013,74, Florida_St,20180303,++++++++++,10
4014,74, Florida_St,20180304,+++++++++++,11
4015,74, Florida_St,20180305,++++++++++++,12
4016,74, Florida_St,20180306,+++++++++++++,13
4017,74, Florida_St,20180309,++++++++++++++,14
4018,74, Florida_St,20180310,-,-1
4019,74, Florida_St,20180310,--,-2
4020,74, Florida_St,20180313,---,-3
4021,74, Florida_St,20180316,----,-4
4022,74, Florida_St,20180317,+,1
4023,74, Florida_St,20180318,++,2
4024,74, Florida_St,20180320,+++,3
4025,74, Florida_St,20180321,++++,4
4026,74, Florida_St,20180323,+++++,5
4027,74, Florida_St,20180323,-,-1
4028,74, Florida_St,20180325,+,1
4029,74, Florida_St,20180327,-,-1
4030,74, Florida_St,20180329,+,1
4031,74, Florida_St,20180330,++,2
4032,74, Florida_St,20180331,-,-1
4033,74, Florida_St,20180404,+,1
4034,74, Florida_St,20180406,++,2
4035,74, Florida_St,20180407,-,-1
4036,74, Florida_St,20180408,--,-2
4037,74, Florida_St,20180410,---,-3
4038,74, Florida_St,20180413,----,-4
4039,74, Florida_St,20180414,-----,-5
4040,74, Florida_St,20180417,+,1
4041,74, Florida_St,20180418,++,2
4042,74, Florida_St,20180420,+++,3
4043,74, Florida_St,20180421,++++,4
4044,74, Florida_St,20180422,+++++,5
4045,74, Florida_St,20180424,-,-1
4046,74, Florida_St,20180427,+,1
4047,74, Florida_St,20180428,++,2
4048,74, Florida_St,20180429,-,-1
4049,74, Florida_St,20180505,+,1
4050,74, Florida_St,20180506,-,-1
4051,74, Florida_St,20180507,--,-2
4052,74, Florida_St,20180509,+,1
4053,74, Florida_St,20180511,++,2
4054,74, Florida_St,20180512,+++,3
4055,74, Florida_St,20180512,++++,4
4056,74, Florida_St,20180513,+++++,5
4057,74, Florida_St,20180517,++++++,6
4058,74, Florida_St,20180518,+++++++,7
4059,74, Florida_St,20180519,-,-1
4060,74, Florida_St,20180522,+,1
4061,74, Florida_St,20180525,++,2
4062,74, Florida_St,20180526,+++,3
4063,74, Florida_St,20180527,++++,4
4064,74, Florida_St,20180601,-,-1
4065,74, Florida_St,20180602,--,-2
4066,75, Fordham,20180216,-,-1
4067,75, Fordham,20180217,+,1
4068,75, Fordham,20180221,++,2
4069,75, Fordham,20180223,+++,3
4070,75, Fordham,20180224,-,-1
4071,75, Fordham,20180225,--,-2
4072,75, Fordham,20180303,+,1
4073,75, Fordham,20180303,++,2
4074,75, Fordham,20180304,-,-1
4075,75, Fordham,20180306,+,1
4076,75, Fordham,20180310,++,2
4077,75, Fordham,20180310,+++,3
4078,75, Fordham,20180314,-,-1
4079,75, Fordham,20180317,+,1
4080,75, Fordham,20180318,-,-1
4081,75, Fordham,20180318,+,1
4082,75, Fordham,20180323,-,-1
4083,75, Fordham,20180324,+,1
4084,75, Fordham,20180325,++,2
4085,75, Fordham,20180327,+++,3
4086,75, Fordham,20180330,++++,4
4087,75, Fordham,20180331,-,-1
4088,75, Fordham,20180331,+,1
4089,75, Fordham,20180404,++,2
4090,75, Fordham,20180406,-,-1
4091,75, Fordham,20180407,+,1
4092,75, Fordham,20180408,++,2
4093,75, Fordham,20180411,+++,3
4094,75, Fordham,20180411,-,-1
4095,75, Fordham,20180413,--,-2
4096,75, Fordham,20180414,+,1
4097,75, Fordham,20180414,++,2
4098,75, Fordham,20180417,+++,3
4099,75, Fordham,20180418,-,-1
4100,75, Fordham,20180420,--,-2
4101,75, Fordham,20180421,+,1
4102,75, Fordham,20180422,-,-1
4103,75, Fordham,20180424,+,1
4104,75, Fordham,20180427,++,2
4105,75, Fordham,20180428,+++,3
4106,75, Fordham,20180429,++++,4
4107,75, Fordham,20180501,+++++,5
4108,75, Fordham,20180504,-,-1
4109,75, Fordham,20180505,+,1
4110,75, Fordham,20180506,++,2
4111,75, Fordham,20180511,+++,3
4112,75, Fordham,20180511,++++,4
4113,75, Fordham,20180513,+++++,5
4114,75, Fordham,20180517,++++++,6
4115,75, Fordham,20180517,-,-1
4116,75, Fordham,20180518,--,-2
4117,75, Fordham,20180523,+,1
4118,75, Fordham,20180524,-,-1
4119,75, Fordham,20180524,--,-2
4120,76, Fresno_St,20180216,+,1
4121,76, Fresno_St,20180217,++,2
4122,76, Fresno_St,20180217,+++,3
4123,76, Fresno_St,20180218,++++,4
4124,76, Fresno_St,20180221,-,-1
4125,76, Fresno_St,20180223,--,-2
4126,76, Fresno_St,20180224,+,1
4127,76, Fresno_St,20180224,++,2
4128,76, Fresno_St,20180225,+++,3
4129,76, Fresno_St,20180228,++++,4
4130,76, Fresno_St,20180302,-,-1
4131,76, Fresno_St,20180303,--,-2
4132,76, Fresno_St,20180304,---,-3
4133,76, Fresno_St,20180306,+,1
4134,76, Fresno_St,20180309,-,-1
4135,76, Fresno_St,20180310,+,1
4136,76, Fresno_St,20180311,++,2
4137,76, Fresno_St,20180317,-,-1
4138,76, Fresno_St,20180318,+,1
4139,76, Fresno_St,20180319,-,-1
4140,76, Fresno_St,20180323,--,-2
4141,76, Fresno_St,20180324,+,1
4142,76, Fresno_St,20180325,-,-1
4143,76, Fresno_St,20180327,+,1
4144,76, Fresno_St,20180329,-,-1
4145,76, Fresno_St,20180330,+,1
4146,76, Fresno_St,20180331,++,2
4147,76, Fresno_St,20180404,+++,3
4148,76, Fresno_St,20180406,++++,4
4149,76, Fresno_St,20180407,+++++,5
4150,76, Fresno_St,20180408,++++++,6
4151,76, Fresno_St,20180410,-,-1
4152,76, Fresno_St,20180413,+,1
4153,76, Fresno_St,20180414,-,-1
4154,76, Fresno_St,20180415,--,-2
4155,76, Fresno_St,20180417,+,1
4156,76, Fresno_St,20180420,-,-1
4157,76, Fresno_St,20180421,+,1
4158,76, Fresno_St,20180422,-,-1
4159,76, Fresno_St,20180424,+,1
4160,76, Fresno_St,20180427,++,2
4161,76, Fresno_St,20180428,-,-1
4162,76, Fresno_St,20180429,+,1
4163,76, Fresno_St,20180501,-,-1
4164,76, Fresno_St,20180504,--,-2
4165,76, Fresno_St,20180505,---,-3
4166,76, Fresno_St,20180506,----,-4
4167,76, Fresno_St,20180508,+,1
4168,76, Fresno_St,20180511,-,-1
4169,76, Fresno_St,20180512,--,-2
4170,76, Fresno_St,20180513,+,1
4171,76, Fresno_St,20180517,++,2
4172,76, Fresno_St,20180518,-,-1
4173,76, Fresno_St,20180519,+,1
4174,77, Furman,20180216,+,1
4175,77, Furman,20180217,++,2
4176,77, Furman,20180218,+++,3
4177,77, Furman,20180220,-,-1
4178,77, Furman,20180223,--,-2
4179,77, Furman,20180224,---,-3
4180,77, Furman,20180225,----,-4
4181,77, Furman,20180227,+,1
4182,77, Furman,20180302,++,2
4183,77, Furman,20180303,-,-1
4184,77, Furman,20180304,+,1
4185,77, Furman,20180306,++,2
4186,77, Furman,20180307,+++,3
4187,77, Furman,20180309,++++,4
4188,77, Furman,20180310,-,-1
4189,77, Furman,20180313,+,1
4190,77, Furman,20180315,++,2
4191,77, Furman,20180316,+++,3
4192,77, Furman,20180316,-,-1
4193,77, Furman,20180317,+,1
4194,77, Furman,20180321,-,-1
4195,77, Furman,20180323,--,-2
4196,77, Furman,20180324,---,-3
4197,77, Furman,20180325,----,-4
4198,77, Furman,20180327,-----,-5
4199,77, Furman,20180329,------,-6
4200,77, Furman,20180330,-------,-7
4201,77, Furman,20180331,--------,-8
4202,77, Furman,20180404,+,1
4203,77, Furman,20180406,++,2
4204,77, Furman,20180408,+++,3
4205,77, Furman,20180408,-,-1
4206,77, Furman,20180410,--,-2
4207,77, Furman,20180413,+,1
4208,77, Furman,20180414,-,-1
4209,77, Furman,20180414,--,-2
4210,77, Furman,20180418,+,1
4211,77, Furman,20180420,-,-1
4212,77, Furman,20180421,--,-2
4213,77, Furman,20180422,+,1
4214,77, Furman,20180424,-,-1
4215,77, Furman,20180428,+,1
4216,77, Furman,20180429,-,-1
4217,77, Furman,20180429,+,1
4218,77, Furman,20180504,++,2
4219,77, Furman,20180505,-,-1
4220,77, Furman,20180506,--,-2
4221,77, Furman,20180511,---,-3
4222,77, Furman,20180512,+,1
4223,77, Furman,20180513,++,2
4224,77, Furman,20180523,-,-1
4225,77, Furman,20180524,--,-2
4226,78, G_Washington,20180216,-,-1
4227,78, G_Washington,20180217,--,-2
4228,78, G_Washington,20180218,---,-3
4229,78, G_Washington,20180223,----,-4
4230,78, G_Washington,20180224,+,1
4231,78, G_Washington,20180225,-,-1
4232,78, G_Washington,20180227,+,1
4233,78, G_Washington,20180228,++,2
4234,78, G_Washington,20180303,+++,3
4235,78, G_Washington,20180304,-,-1
4236,78, G_Washington,20180304,+,1
4237,78, G_Washington,20180306,++,2
4238,78, G_Washington,20180307,+++,3
4239,78, G_Washington,20180309,-,-1
4240,78, G_Washington,20180310,--,-2
4241,78, G_Washington,20180311,---,-3
4242,78, G_Washington,20180313,----,-4
4243,78, G_Washington,20180316,-----,-5
4244,78, G_Washington,20180317,+,1
4245,78, G_Washington,20180318,++,2
4246,78, G_Washington,20180323,+++,3
4247,78, G_Washington,20180324,++++,4
4248,78, G_Washington,20180325,+++++,5
4249,78, G_Washington,20180328,++++++,6
4250,78, G_Washington,20180331,-,-1
4251,78, G_Washington,20180331,+,1
4252,78, G_Washington,20180401,++,2
4253,78, G_Washington,20180404,+++,3
4254,78, G_Washington,20180406,++++,4
4255,78, G_Washington,20180406,+++++,5
4256,78, G_Washington,20180408,++++++,6
4257,78, G_Washington,20180410,-,-1
4258,78, G_Washington,20180413,--,-2
4259,78, G_Washington,20180414,+,1
4260,78, G_Washington,20180414,-,-1
4261,78, G_Washington,20180417,--,-2
4262,78, G_Washington,20180420,+,1
4263,78, G_Washington,20180421,-,-1
4264,78, G_Washington,20180422,+,1
4265,78, G_Washington,20180427,++,2
4266,78, G_Washington,20180427,-,-1
4267,78, G_Washington,20180428,+,1
4268,78, G_Washington,20180501,++,2
4269,78, G_Washington,20180502,+++,3
4270,78, G_Washington,20180504,++++,4
4271,78, G_Washington,20180505,-,-1
4272,78, G_Washington,20180505,--,-2
4273,78, G_Washington,20180511,---,-3
4274,78, G_Washington,20180512,----,-4
4275,78, G_Washington,20180513,+,1
4276,78, G_Washington,20180517,-,-1
4277,78, G_Washington,20180519,--,-2
4278,78, G_Washington,20180519,+,1
4279,78, G_Washington,20180523,-,-1
4280,78, G_Washington,20180524,+,1
4281,78, G_Washington,20180524,++,2
4282,78, G_Washington,20180525,-,-1
4283,78, G_Washington,20180525,+,1
4284,79, Ga_Southern,20180216,-,-1
4285,79, Ga_Southern,20180217,+,1
4286,79, Ga_Southern,20180218,-,-1
4287,79, Ga_Southern,20180220,--,-2
4288,79, Ga_Southern,20180223,+,1
4289,79, Ga_Southern,20180224,++,2
4290,79, Ga_Southern,20180225,+++,3
4291,79, Ga_Southern,20180227,++++,4
4292,79, Ga_Southern,20180228,-,-1
4293,79, Ga_Southern,20180302,--,-2
4294,79, Ga_Southern,20180303,---,-3
4295,79, Ga_Southern,20180304,+,1
4296,79, Ga_Southern,20180307,++,2
4297,79, Ga_Southern,20180309,-,-1
4298,79, Ga_Southern,20180310,--,-2
4299,79, Ga_Southern,20180310,---,-3
4300,79, Ga_Southern,20180314,----,-4
4301,79, Ga_Southern,20180316,+,1
4302,79, Ga_Southern,20180317,-,-1
4303,79, Ga_Southern,20180318,+,1
4304,79, Ga_Southern,20180323,++,2
4305,79, Ga_Southern,20180324,+++,3
4306,79, Ga_Southern,20180324,++++,4
4307,79, Ga_Southern,20180327,-,-1
4308,79, Ga_Southern,20180329,--,-2
4309,79, Ga_Southern,20180330,---,-3
4310,79, Ga_Southern,20180331,+,1
4311,79, Ga_Southern,20180403,++,2
4312,79, Ga_Southern,20180404,-,-1
4313,79, Ga_Southern,20180407,+,1
4314,79, Ga_Southern,20180408,++,2
4315,79, Ga_Southern,20180410,-,-1
4316,79, Ga_Southern,20180413,--,-2
4317,79, Ga_Southern,20180413,---,-3
4318,79, Ga_Southern,20180415,----,-4
4319,79, Ga_Southern,20180417,+,1
4320,79, Ga_Southern,20180420,++,2
4321,79, Ga_Southern,20180421,-,-1
4322,79, Ga_Southern,20180422,+,1
4323,79, Ga_Southern,20180424,++,2
4324,79, Ga_Southern,20180427,-,-1
4325,79, Ga_Southern,20180428,+,1
4326,79, Ga_Southern,20180429,++,2
4327,79, Ga_Southern,20180504,+++,3
4328,79, Ga_Southern,20180505,++++,4
4329,79, Ga_Southern,20180506,-,-1
4330,79, Ga_Southern,20180509,+,1
4331,79, Ga_Southern,20180511,-,-1
4332,79, Ga_Southern,20180512,+,1
4333,79, Ga_Southern,20180513,++,2
4334,79, Ga_Southern,20180517,+++,3
4335,79, Ga_Southern,20180518,++++,4
4336,79, Ga_Southern,20180519,-,-1
4337,79, Ga_Southern,20180523,--,-2
4338,79, Ga_Southern,20180524,+,1
4339,79, Ga_Southern,20180525,-,-1
4340,80, Gardner_Webb,20180216,+,1
4341,80, Gardner_Webb,20180217,++,2
4342,80, Gardner_Webb,20180218,-,-1
4343,80, Gardner_Webb,20180218,+,1
4344,80, Gardner_Webb,20180222,++,2
4345,80, Gardner_Webb,20180223,+++,3
4346,80, Gardner_Webb,20180223,++++,4
4347,80, Gardner_Webb,20180224,+++++,5
4348,80, Gardner_Webb,20180302,++++++,6
4349,80, Gardner_Webb,20180303,+++++++,7
4350,80, Gardner_Webb,20180304,-,-1
4351,80, Gardner_Webb,20180307,+,1
4352,80, Gardner_Webb,20180308,-,-1
4353,80, Gardner_Webb,20180309,--,-2
4354,80, Gardner_Webb,20180310,---,-3
4355,80, Gardner_Webb,20180310,----,-4
4356,80, Gardner_Webb,20180313,-----,-5
4357,80, Gardner_Webb,20180314,+,1
4358,80, Gardner_Webb,20180316,-,-1
4359,80, Gardner_Webb,20180317,+,1
4360,80, Gardner_Webb,20180318,-,-1
4361,80, Gardner_Webb,20180320,+,1
4362,80, Gardner_Webb,20180321,-,-1
4363,80, Gardner_Webb,20180323,--,-2
4364,80, Gardner_Webb,20180324,---,-3
4365,80, Gardner_Webb,20180325,----,-4
4366,80, Gardner_Webb,20180327,-----,-5
4367,80, Gardner_Webb,20180329,+,1
4368,80, Gardner_Webb,20180330,++,2
4369,80, Gardner_Webb,20180331,+++,3
4370,80, Gardner_Webb,20180404,++++,4
4371,80, Gardner_Webb,20180406,+++++,5
4372,80, Gardner_Webb,20180407,++++++,6
4373,80, Gardner_Webb,20180408,-,-1
4374,80, Gardner_Webb,20180411,+,1
4375,80, Gardner_Webb,20180413,++,2
4376,80, Gardner_Webb,20180414,-,-1
4377,80, Gardner_Webb,20180414,--,-2
4378,80, Gardner_Webb,20180418,---,-3
4379,80, Gardner_Webb,20180420,+,1
4380,80, Gardner_Webb,20180421,++,2
4381,80, Gardner_Webb,20180422,+++,3
4382,80, Gardner_Webb,20180425,++++,4
4383,80, Gardner_Webb,20180427,+++++,5
4384,80, Gardner_Webb,20180428,-,-1
4385,80, Gardner_Webb,20180429,--,-2
4386,80, Gardner_Webb,20180506,---,-3
4387,80, Gardner_Webb,20180506,----,-4
4388,80, Gardner_Webb,20180511,+,1
4389,80, Gardner_Webb,20180512,-,-1
4390,80, Gardner_Webb,20180513,--,-2
4391,80, Gardner_Webb,20180519,+,1
4392,80, Gardner_Webb,20180520,-,-1
4393,80, Gardner_Webb,20180521,+,1
4394,80, Gardner_Webb,20180523,++,2
4395,80, Gardner_Webb,20180524,+++,3
4396,80, Gardner_Webb,20180524,-,-1
4397,80, Gardner_Webb,20180525,--,-2
4398,81, George_Mason,20180216,-,-1
4399,81, George_Mason,20180217,--,-2
4400,81, George_Mason,20180218,---,-3
4401,81, George_Mason,20180223,----,-4
4402,81, George_Mason,20180224,-----,-5
4403,81, George_Mason,20180224,------,-6
4404,81, George_Mason,20180225,-------,-7
4405,81, George_Mason,20180303,--------,-8
4406,81, George_Mason,20180304,+,1
4407,81, George_Mason,20180304,++,2
4408,81, George_Mason,20180307,+++,3
4409,81, George_Mason,20180309,++++,4
4410,81, George_Mason,20180311,-,-1
4411,81, George_Mason,20180311,--,-2
4412,81, George_Mason,20180312,+,1
4413,81, George_Mason,20180316,++,2
4414,81, George_Mason,20180318,+++,3
4415,81, George_Mason,20180318,-,-1
4416,81, George_Mason,20180324,+,1
4417,81, George_Mason,20180325,++,2
4418,81, George_Mason,20180325,+++,3
4419,81, George_Mason,20180327,-,-1
4420,81, George_Mason,20180328,+,1
4421,81, George_Mason,20180331,++,2
4422,81, George_Mason,20180331,+++,3
4423,81, George_Mason,20180401,-,-1
4424,81, George_Mason,20180404,--,-2
4425,81, George_Mason,20180406,---,-3
4426,81, George_Mason,20180407,+,1
