,Team Number,Team Name,Date,Win Streak,Numeric Win Streak
0,0, Abilene_Chr,20180216,+,1
1,0, Abilene_Chr,20180217,++,2
2,0, Abilene_Chr,20180218,+++,3
3,0, Abilene_Chr,20180224,++++,4
4,0, Abilene_Chr,20180224,-,-1
5,0, Abilene_Chr,20180225,+,1
6,0, Abilene_Chr,20180302,++,2
7,0, Abilene_Chr,20180303,+++,3
8,0, Abilene_Chr,20180303,++++,4
9,0, Abilene_Chr,20180309,-,-1
10,0, Abilene_Chr,20180310,--,-2
11,0, Abilene_Chr,20180311,---,-3
12,0, Abilene_Chr,20180316,+,1
13,0, Abilene_Chr,20180317,++,2
14,0, Abilene_Chr,20180318,-,-1
15,0, Abilene_Chr,20180320,--,-2
16,0, Abilene_Chr,20180323,---,-3
17,0, Abilene_Chr,20180324,----,-4
18,0, Abilene_Chr,20180325,-----,-5
19,0, Abilene_Chr,20180329,------,-6
20,0, Abilene_Chr,20180330,-------,-7
21,0, Abilene_Chr,20180331,--------,-8
22,0, Abilene_Chr,20180403,---------,-9
23,0, Abilene_Chr,20180404,+,1
24,0, Abilene_Chr,20180406,-,-1
25,0, Abilene_Chr,20180407,+,1
26,0, Abilene_Chr,20180408,-,-1
27,0, Abilene_Chr,20180413,--,-2
28,0, Abilene_Chr,20180414,---,-3
29,0, Abilene_Chr,20180415,+,1
30,0, Abilene_Chr,20180417,++,2
31,0, Abilene_Chr,20180420,-,-1
32,0, Abilene_Chr,20180421,--,-2
33,0, Abilene_Chr,20180422,+,1
34,0, Abilene_Chr,20180424,-,-1
35,0, Abilene_Chr,20180428,--,-2
36,0, Abilene_Chr,20180428,---,-3
37,0, Abilene_Chr,20180501,----,-4
38,0, Abilene_Chr,20180504,-----,-5
39,0, Abilene_Chr,20180505,------,-6
40,0, Abilene_Chr,20180506,-------,-7
41,0, Abilene_Chr,20180508,+,1
42,0, Abilene_Chr,20180509,++,2
43,0, Abilene_Chr,20180511,-,-1
44,0, Abilene_Chr,20180512,--,-2
45,0, Abilene_Chr,20180513,---,-3
46,0, Abilene_Chr,20180515,----,-4
47,0, Abilene_Chr,20180517,-----,-5
48,0, Abilene_Chr,20180518,------,-6
49,0, Abilene_Chr,20180519,-------,-7
50,1, Air_Force,20180216,-,-1
51,1, Air_Force,20180217,--,-2
52,1, Air_Force,20180218,---,-3
53,1, Air_Force,20180223,----,-4
54,1, Air_Force,20180224,-----,-5
55,1, Air_Force,20180225,+,1
56,1, Air_Force,20180226,-,-1
57,1, Air_Force,20180302,--,-2
58,1, Air_Force,20180303,---,-3
59,1, Air_Force,20180304,+,1
60,1, Air_Force,20180306,++,2
61,1, Air_Force,20180307,+++,3
62,1, Air_Force,20180309,-,-1
63,1, Air_Force,20180311,--,-2
64,1, Air_Force,20180311,+,1
65,1, Air_Force,20180316,-,-1
66,1, Air_Force,20180317,--,-2
67,1, Air_Force,20180318,+,1
68,1, Air_Force,20180320,++,2
69,1, Air_Force,20180323,+++,3
70,1, Air_Force,20180324,-,-1
71,1, Air_Force,20180325,--,-2
72,1, Air_Force,20180329,+,1
73,1, Air_Force,20180330,-,-1
74,1, Air_Force,20180331,+,1
75,1, Air_Force,20180402,++,2
76,1, Air_Force,20180403,-,-1
77,1, Air_Force,20180407,+,1
78,1, Air_Force,20180407,++,2
79,1, Air_Force,20180408,-,-1
80,1, Air_Force,20180410,--,-2
81,1, Air_Force,20180410,---,-3
82,1, Air_Force,20180413,----,-4
83,1, Air_Force,20180414,+,1
84,1, Air_Force,20180415,-,-1
85,1, Air_Force,20180417,+,1
86,1, Air_Force,20180422,++,2
87,1, Air_Force,20180422,+++,3
88,1, Air_Force,20180427,-,-1
89,1, Air_Force,20180428,+,1
90,1, Air_Force,20180429,-,-1
91,1, Air_Force,20180504,+,1
92,1, Air_Force,20180505,++,2
93,1, Air_Force,20180506,+++,3
94,1, Air_Force,20180511,-,-1
95,1, Air_Force,20180512,--,-2
96,1, Air_Force,20180513,+,1
97,1, Air_Force,20180515,-,-1
98,1, Air_Force,20180517,--,-2
99,1, Air_Force,20180518,---,-3
100,1, Air_Force,20180519,----,-4
101,2, Alabama,20180216,+,1
102,2, Alabama,20180217,++,2
103,2, Alabama,20180218,+++,3
104,2, Alabama,20180220,++++,4
105,2, Alabama,20180223,+++++,5
106,2, Alabama,20180223,++++++,6
107,2, Alabama,20180224,+++++++,7
108,2, Alabama,20180227,++++++++,8
109,2, Alabama,20180228,+++++++++,9
110,2, Alabama,20180302,-,-1
111,2, Alabama,20180303,--,-2
112,2, Alabama,20180304,+,1
113,2, Alabama,20180307,++,2
114,2, Alabama,20180309,+++,3
115,2, Alabama,20180309,-,-1
116,2, Alabama,20180310,+,1
117,2, Alabama,20180313,++,2
118,2, Alabama,20180314,+++,3
119,2, Alabama,20180316,++++,4
120,2, Alabama,20180317,-,-1
121,2, Alabama,20180318,--,-2
122,2, Alabama,20180320,---,-3
123,2, Alabama,20180323,----,-4
124,2, Alabama,20180325,-----,-5
125,2, Alabama,20180325,------,-6
126,2, Alabama,20180327,-------,-7
127,2, Alabama,20180330,+,1
128,2, Alabama,20180331,++,2
129,2, Alabama,20180401,-,-1
130,2, Alabama,20180403,--,-2
131,2, Alabama,20180406,+,1
132,2, Alabama,20180407,-,-1
133,2, Alabama,20180408,+,1
134,2, Alabama,20180410,++,2
135,2, Alabama,20180412,-,-1
136,2, Alabama,20180413,--,-2
137,2, Alabama,20180414,---,-3
138,2, Alabama,20180417,----,-4
139,2, Alabama,20180418,+,1
140,2, Alabama,20180420,-,-1
141,2, Alabama,20180421,--,-2
142,2, Alabama,20180421,---,-3
143,2, Alabama,20180424,+,1
144,2, Alabama,20180427,-,-1
145,2, Alabama,20180428,--,-2
146,2, Alabama,20180429,---,-3
147,2, Alabama,20180504,----,-4
148,2, Alabama,20180505,+,1
149,2, Alabama,20180506,-,-1
150,2, Alabama,20180508,+,1
151,2, Alabama,20180511,-,-1
152,2, Alabama,20180512,+,1
153,2, Alabama,20180513,-,-1
154,2, Alabama,20180517,--,-2
155,2, Alabama,20180518,+,1
156,2, Alabama,20180519,-,-1
157,3, Alabama_A&M,20180216,+,1
158,3, Alabama_A&M,20180218,-,-1
159,3, Alabama_A&M,20180219,+,1
160,3, Alabama_A&M,20180220,++,2
161,3, Alabama_A&M,20180223,-,-1
162,3, Alabama_A&M,20180224,--,-2
163,3, Alabama_A&M,20180225,---,-3
164,3, Alabama_A&M,20180227,----,-4
165,3, Alabama_A&M,20180228,-----,-5
166,3, Alabama_A&M,20180302,------,-6
167,3, Alabama_A&M,20180303,-------,-7
168,3, Alabama_A&M,20180304,--------,-8
169,3, Alabama_A&M,20180309,---------,-9
170,3, Alabama_A&M,20180310,+,1
171,3, Alabama_A&M,20180311,++,2
172,3, Alabama_A&M,20180313,-,-1
173,3, Alabama_A&M,20180314,--,-2
174,3, Alabama_A&M,20180316,---,-3
175,3, Alabama_A&M,20180317,----,-4
176,3, Alabama_A&M,20180318,-----,-5
177,3, Alabama_A&M,20180321,------,-6
178,3, Alabama_A&M,20180323,-------,-7
179,3, Alabama_A&M,20180324,+,1
180,3, Alabama_A&M,20180325,-,-1
181,3, Alabama_A&M,20180330,+,1
182,3, Alabama_A&M,20180331,-,-1
183,3, Alabama_A&M,20180331,--,-2
184,3, Alabama_A&M,20180403,---,-3
185,3, Alabama_A&M,20180404,----,-4
186,3, Alabama_A&M,20180406,-----,-5
187,3, Alabama_A&M,20180407,------,-6
188,3, Alabama_A&M,20180408,-------,-7
189,3, Alabama_A&M,20180413,--------,-8
190,3, Alabama_A&M,20180414,---------,-9
191,3, Alabama_A&M,20180415,----------,-10
192,3, Alabama_A&M,20180417,-----------,-11
193,3, Alabama_A&M,20180418,------------,-12
194,3, Alabama_A&M,20180420,-------------,-13
195,3, Alabama_A&M,20180421,--------------,-14
196,3, Alabama_A&M,20180422,---------------,-15
197,3, Alabama_A&M,20180427,+,1
198,3, Alabama_A&M,20180428,++,2
199,3, Alabama_A&M,20180429,+++,3
200,3, Alabama_A&M,20180501,-,-1
201,3, Alabama_A&M,20180504,--,-2
202,3, Alabama_A&M,20180505,+,1
203,3, Alabama_A&M,20180506,++,2
204,4, Alabama_St,20180216,+,1
205,4, Alabama_St,20180217,++,2
206,4, Alabama_St,20180218,-,-1
207,4, Alabama_St,20180220,+,1
208,4, Alabama_St,20180221,-,-1
209,4, Alabama_St,20180223,+,1
210,4, Alabama_St,20180224,-,-1
211,4, Alabama_St,20180225,+,1
212,4, Alabama_St,20180228,-,-1
213,4, Alabama_St,20180302,+,1
214,4, Alabama_St,20180303,++,2
215,4, Alabama_St,20180304,+++,3
216,4, Alabama_St,20180309,++++,4
217,4, Alabama_St,20180310,-,-1
218,4, Alabama_St,20180311,--,-2
219,4, Alabama_St,20180313,---,-3
220,4, Alabama_St,20180314,+,1
221,4, Alabama_St,20180316,-,-1
222,4, Alabama_St,20180317,+,1
223,4, Alabama_St,20180318,++,2
224,4, Alabama_St,20180320,-,-1
225,4, Alabama_St,20180321,--,-2
226,4, Alabama_St,20180327,---,-3
227,4, Alabama_St,20180330,+,1
228,4, Alabama_St,20180330,-,-1
229,4, Alabama_St,20180331,+,1
230,4, Alabama_St,20180403,-,-1
231,4, Alabama_St,20180406,+,1
232,4, Alabama_St,20180408,++,2
233,4, Alabama_St,20180408,+++,3
234,4, Alabama_St,20180410,-,-1
235,4, Alabama_St,20180411,--,-2
236,4, Alabama_St,20180413,+,1
237,4, Alabama_St,20180414,++,2
238,4, Alabama_St,20180415,+++,3
239,4, Alabama_St,20180417,-,-1
240,4, Alabama_St,20180418,--,-2
241,4, Alabama_St,20180420,---,-3
242,4, Alabama_St,20180421,----,-4
243,4, Alabama_St,20180421,+,1
244,4, Alabama_St,20180424,++,2
245,4, Alabama_St,20180427,+++,3
246,4, Alabama_St,20180428,++++,4
247,4, Alabama_St,20180429,-,-1
248,4, Alabama_St,20180504,+,1
249,4, Alabama_St,20180506,++,2
250,4, Alabama_St,20180506,+++,3
251,4, Alabama_St,20180516,++++,4
252,4, Alabama_St,20180517,-,-1
253,4, Alabama_St,20180519,+,1
254,5, Alcorn_St,20180216,+,1
255,5, Alcorn_St,20180217,++,2
256,5, Alcorn_St,20180218,-,-1
257,5, Alcorn_St,20180220,--,-2
258,5, Alcorn_St,20180223,+,1
259,5, Alcorn_St,20180224,-,-1
260,5, Alcorn_St,20180224,--,-2
261,5, Alcorn_St,20180225,+,1
262,5, Alcorn_St,20180227,-,-1
263,5, Alcorn_St,20180302,--,-2
264,5, Alcorn_St,20180303,---,-3
265,5, Alcorn_St,20180304,----,-4
266,5, Alcorn_St,20180313,-----,-5
267,5, Alcorn_St,20180314,------,-6
268,5, Alcorn_St,20180317,+,1
269,5, Alcorn_St,20180317,-,-1
270,5, Alcorn_St,20180318,--,-2
271,5, Alcorn_St,20180320,---,-3
272,5, Alcorn_St,20180323,----,-4
273,5, Alcorn_St,20180324,-----,-5
274,5, Alcorn_St,20180325,------,-6
275,5, Alcorn_St,20180330,-------,-7
276,5, Alcorn_St,20180330,+,1
277,5, Alcorn_St,20180331,++,2
278,5, Alcorn_St,20180403,-,-1
279,5, Alcorn_St,20180406,--,-2
280,5, Alcorn_St,20180408,---,-3
281,5, Alcorn_St,20180408,----,-4
282,5, Alcorn_St,20180410,-----,-5
283,5, Alcorn_St,20180411,------,-6
284,5, Alcorn_St,20180413,-------,-7
285,5, Alcorn_St,20180414,--------,-8
286,5, Alcorn_St,20180415,---------,-9
287,5, Alcorn_St,20180418,----------,-10
288,5, Alcorn_St,20180420,+,1
289,5, Alcorn_St,20180421,++,2
290,5, Alcorn_St,20180421,-,-1
291,5, Alcorn_St,20180424,--,-2
292,5, Alcorn_St,20180427,+,1
293,5, Alcorn_St,20180428,-,-1
294,5, Alcorn_St,20180429,--,-2
295,5, Alcorn_St,20180504,+,1
296,5, Alcorn_St,20180505,-,-1
297,5, Alcorn_St,20180506,--,-2
298,5, Alcorn_St,20180510,---,-3
299,5, Alcorn_St,20180511,----,-4
300,5, Alcorn_St,20180512,-----,-5
301,5, Alcorn_St,20180516,------,-6
302,5, Alcorn_St,20180517,+,1
303,5, Alcorn_St,20180518,-,-1
304,6, Appalachian_St,20180216,-,-1
305,6, Appalachian_St,20180217,--,-2
306,6, Appalachian_St,20180218,+,1
307,6, Appalachian_St,20180223,-,-1
308,6, Appalachian_St,20180224,+,1
309,6, Appalachian_St,20180225,-,-1
310,6, Appalachian_St,20180227,+,1
311,6, Appalachian_St,20180303,++,2
312,6, Appalachian_St,20180304,-,-1
313,6, Appalachian_St,20180304,--,-2
314,6, Appalachian_St,20180309,---,-3
315,6, Appalachian_St,20180310,----,-4
316,6, Appalachian_St,20180310,-----,-5
317,6, Appalachian_St,20180313,+,1
318,6, Appalachian_St,20180316,-,-1
319,6, Appalachian_St,20180317,--,-2
320,6, Appalachian_St,20180318,---,-3
321,6, Appalachian_St,20180320,----,-4
322,6, Appalachian_St,20180323,-----,-5
323,6, Appalachian_St,20180324,------,-6
324,6, Appalachian_St,20180324,-------,-7
325,6, Appalachian_St,20180327,+,1
326,6, Appalachian_St,20180330,-,-1
327,6, Appalachian_St,20180331,--,-2
328,6, Appalachian_St,20180331,---,-3
329,6, Appalachian_St,20180403,+,1
330,6, Appalachian_St,20180406,++,2
331,6, Appalachian_St,20180407,-,-1
332,6, Appalachian_St,20180408,--,-2
333,6, Appalachian_St,20180410,---,-3
334,6, Appalachian_St,20180411,----,-4
335,6, Appalachian_St,20180413,-----,-5
336,6, Appalachian_St,20180414,------,-6
337,6, Appalachian_St,20180414,-------,-7
338,6, Appalachian_St,20180417,--------,-8
339,6, Appalachian_St,20180418,+,1
340,6, Appalachian_St,20180420,++,2
341,6, Appalachian_St,20180421,-,-1
342,6, Appalachian_St,20180421,+,1
343,6, Appalachian_St,20180425,-,-1
344,6, Appalachian_St,20180427,--,-2
345,6, Appalachian_St,20180428,+,1
346,6, Appalachian_St,20180429,-,-1
347,6, Appalachian_St,20180502,+,1
348,6, Appalachian_St,20180505,++,2
349,6, Appalachian_St,20180505,+++,3
350,6, Appalachian_St,20180506,++++,4
351,6, Appalachian_St,20180511,-,-1
352,6, Appalachian_St,20180512,+,1
353,6, Appalachian_St,20180513,-,-1
354,6, Appalachian_St,20180515,--,-2
355,6, Appalachian_St,20180518,---,-3
356,6, Appalachian_St,20180519,----,-4
357,6, Appalachian_St,20180519,+,1
358,7, Arizona,20180217,+,1
359,7, Arizona,20180217,++,2
360,7, Arizona,20180218,+++,3
361,7, Arizona,20180221,-,-1
362,7, Arizona,20180223,--,-2
363,7, Arizona,20180224,+,1
364,7, Arizona,20180225,-,-1
365,7, Arizona,20180227,+,1
366,7, Arizona,20180302,-,-1
367,7, Arizona,20180303,--,-2
368,7, Arizona,20180304,---,-3
369,7, Arizona,20180306,+,1
370,7, Arizona,20180309,++,2
371,7, Arizona,20180310,+++,3
372,7, Arizona,20180311,++++,4
373,7, Arizona,20180313,+++++,5
374,7, Arizona,20180316,-,-1
375,7, Arizona,20180317,--,-2
376,7, Arizona,20180318,---,-3
377,7, Arizona,20180320,+,1
378,7, Arizona,20180323,++,2
379,7, Arizona,20180324,-,-1
380,7, Arizona,20180325,+,1
381,7, Arizona,20180329,++,2
382,7, Arizona,20180330,+++,3
383,7, Arizona,20180331,++++,4
384,7, Arizona,20180402,+++++,5
385,7, Arizona,20180406,-,-1
386,7, Arizona,20180407,+,1
387,7, Arizona,20180408,++,2
388,7, Arizona,20180410,+++,3
389,7, Arizona,20180413,++++,4
390,7, Arizona,20180414,-,-1
391,7, Arizona,20180415,+,1
392,7, Arizona,20180417,++,2
393,7, Arizona,20180420,-,-1
394,7, Arizona,20180421,--,-2
395,7, Arizona,20180422,---,-3
396,7, Arizona,20180427,----,-4
397,7, Arizona,20180428,-----,-5
398,7, Arizona,20180429,+,1
399,7, Arizona,20180430,++,2
400,7, Arizona,20180503,+++,3
401,7, Arizona,20180504,++++,4
402,7, Arizona,20180505,+++++,5
403,7, Arizona,20180508,++++++,6
404,7, Arizona,20180511,-,-1
405,7, Arizona,20180512,--,-2
406,7, Arizona,20180513,---,-3
407,7, Arizona,20180514,+,1
408,7, Arizona,20180517,++,2
409,7, Arizona,20180518,-,-1
410,7, Arizona,20180519,+,1
411,7, Arizona,20180524,++,2
412,7, Arizona,20180525,-,-1
413,7, Arizona,20180526,+,1
414,8, Arizona_St,20180217,+,1
415,8, Arizona_St,20180217,-,-1
416,8, Arizona_St,20180218,+,1
417,8, Arizona_St,20180219,-,-1
418,8, Arizona_St,20180223,--,-2
419,8, Arizona_St,20180224,---,-3
420,8, Arizona_St,20180225,+,1
421,8, Arizona_St,20180227,++,2
422,8, Arizona_St,20180228,-,-1
423,8, Arizona_St,20180302,+,1
424,8, Arizona_St,20180303,++,2
425,8, Arizona_St,20180304,-,-1
426,8, Arizona_St,20180306,+,1
427,8, Arizona_St,20180309,++,2
428,8, Arizona_St,20180310,-,-1
429,8, Arizona_St,20180311,--,-2
430,8, Arizona_St,20180313,---,-3
431,8, Arizona_St,20180316,+,1
432,8, Arizona_St,20180317,++,2
433,8, Arizona_St,20180318,+++,3
434,8, Arizona_St,20180320,-,-1
435,8, Arizona_St,20180323,--,-2
436,8, Arizona_St,20180324,---,-3
437,8, Arizona_St,20180325,+,1
438,8, Arizona_St,20180329,-,-1
439,8, Arizona_St,20180330,--,-2
440,8, Arizona_St,20180331,+,1
441,8, Arizona_St,20180403,-,-1
442,8, Arizona_St,20180404,--,-2
443,8, Arizona_St,20180406,+,1
444,8, Arizona_St,20180407,-,-1
445,8, Arizona_St,20180408,--,-2
446,8, Arizona_St,20180410,---,-3
447,8, Arizona_St,20180413,----,-4
448,8, Arizona_St,20180414,-----,-5
449,8, Arizona_St,20180415,------,-6
450,8, Arizona_St,20180420,+,1
451,8, Arizona_St,20180421,++,2
452,8, Arizona_St,20180422,+++,3
453,8, Arizona_St,20180425,-,-1
454,8, Arizona_St,20180427,--,-2
455,8, Arizona_St,20180428,+,1
456,8, Arizona_St,20180429,-,-1
457,8, Arizona_St,20180504,+,1
458,8, Arizona_St,20180505,-,-1
459,8, Arizona_St,20180506,--,-2
460,8, Arizona_St,20180509,+,1
461,8, Arizona_St,20180513,-,-1
462,8, Arizona_St,20180514,+,1
463,8, Arizona_St,20180517,-,-1
464,8, Arizona_St,20180518,+,1
465,8, Arizona_St,20180519,-,-1
466,8, Arizona_St,20180524,+,1
467,8, Arizona_St,20180525,-,-1
468,8, Arizona_St,20180526,--,-2
469,9, Ark_Little_Rock,20180216,-,-1
470,9, Ark_Little_Rock,20180218,+,1
471,9, Ark_Little_Rock,20180219,-,-1
472,9, Ark_Little_Rock,20180220,+,1
473,9, Ark_Little_Rock,20180223,-,-1
474,9, Ark_Little_Rock,20180225,+,1
475,9, Ark_Little_Rock,20180225,++,2
476,9, Ark_Little_Rock,20180227,-,-1
477,9, Ark_Little_Rock,20180228,+,1
478,9, Ark_Little_Rock,20180302,-,-1
479,9, Ark_Little_Rock,20180303,--,-2
480,9, Ark_Little_Rock,20180304,+,1
481,9, Ark_Little_Rock,20180307,-,-1
482,9, Ark_Little_Rock,20180309,+,1
483,9, Ark_Little_Rock,20180310,-,-1
484,9, Ark_Little_Rock,20180310,+,1
485,9, Ark_Little_Rock,20180313,++,2
486,9, Ark_Little_Rock,20180316,+++,3
487,9, Ark_Little_Rock,20180317,-,-1
488,9, Ark_Little_Rock,20180318,+,1
489,9, Ark_Little_Rock,20180323,++,2
490,9, Ark_Little_Rock,20180324,-,-1
491,9, Ark_Little_Rock,20180325,+,1
492,9, Ark_Little_Rock,20180327,++,2
493,9, Ark_Little_Rock,20180329,+++,3
494,9, Ark_Little_Rock,20180330,++++,4
495,9, Ark_Little_Rock,20180331,-,-1
496,9, Ark_Little_Rock,20180404,+,1
497,9, Ark_Little_Rock,20180407,-,-1
498,9, Ark_Little_Rock,20180408,--,-2
499,9, Ark_Little_Rock,20180410,---,-3
500,9, Ark_Little_Rock,20180414,+,1
501,9, Ark_Little_Rock,20180414,++,2
502,9, Ark_Little_Rock,20180415,+++,3
503,9, Ark_Little_Rock,20180418,-,-1
504,9, Ark_Little_Rock,20180420,--,-2
505,9, Ark_Little_Rock,20180421,---,-3
506,9, Ark_Little_Rock,20180422,+,1
507,9, Ark_Little_Rock,20180424,-,-1
508,9, Ark_Little_Rock,20180427,+,1
509,9, Ark_Little_Rock,20180428,-,-1
510,9, Ark_Little_Rock,20180429,+,1
511,9, Ark_Little_Rock,20180504,++,2
512,9, Ark_Little_Rock,20180505,-,-1
513,9, Ark_Little_Rock,20180506,+,1
514,9, Ark_Little_Rock,20180508,++,2
515,9, Ark_Little_Rock,20180511,-,-1
516,9, Ark_Little_Rock,20180512,--,-2
517,9, Ark_Little_Rock,20180513,---,-3
518,9, Ark_Little_Rock,20180515,----,-4
519,9, Ark_Little_Rock,20180517,-----,-5
520,9, Ark_Little_Rock,20180518,------,-6
521,9, Ark_Little_Rock,20180519,+,1
522,9, Ark_Little_Rock,20180522,++,2
523,9, Ark_Little_Rock,20180524,-,-1
524,9, Ark_Little_Rock,20180524,--,-2
525,10, Ark_Pine_Bluff,20180216,-,-1
526,10, Ark_Pine_Bluff,20180217,+,1
527,10, Ark_Pine_Bluff,20180218,++,2
528,10, Ark_Pine_Bluff,20180227,-,-1
529,10, Ark_Pine_Bluff,20180228,--,-2
530,10, Ark_Pine_Bluff,20180303,---,-3
531,10, Ark_Pine_Bluff,20180303,+,1
532,10, Ark_Pine_Bluff,20180304,++,2
533,10, Ark_Pine_Bluff,20180306,-,-1
534,10, Ark_Pine_Bluff,20180309,--,-2
535,10, Ark_Pine_Bluff,20180309,+,1
536,10, Ark_Pine_Bluff,20180310,-,-1
537,10, Ark_Pine_Bluff,20180316,--,-2
538,10, Ark_Pine_Bluff,20180317,---,-3
539,10, Ark_Pine_Bluff,20180317,+,1
540,10, Ark_Pine_Bluff,20180320,-,-1
541,10, Ark_Pine_Bluff,20180323,+,1
542,10, Ark_Pine_Bluff,20180324,-,-1
543,10, Ark_Pine_Bluff,20180325,--,-2
544,10, Ark_Pine_Bluff,20180330,+,1
545,10, Ark_Pine_Bluff,20180331,++,2
546,10, Ark_Pine_Bluff,20180401,+++,3
547,10, Ark_Pine_Bluff,20180404,-,-1
548,10, Ark_Pine_Bluff,20180406,+,1
549,10, Ark_Pine_Bluff,20180410,-,-1
550,10, Ark_Pine_Bluff,20180414,--,-2
551,10, Ark_Pine_Bluff,20180415,---,-3
552,10, Ark_Pine_Bluff,20180415,+,1
553,10, Ark_Pine_Bluff,20180417,++,2
554,10, Ark_Pine_Bluff,20180418,-,-1
555,10, Ark_Pine_Bluff,20180424,+,1
556,10, Ark_Pine_Bluff,20180427,++,2
557,10, Ark_Pine_Bluff,20180428,-,-1
558,10, Ark_Pine_Bluff,20180429,--,-2
559,10, Ark_Pine_Bluff,20180502,---,-3
560,10, Ark_Pine_Bluff,20180505,+,1
561,10, Ark_Pine_Bluff,20180505,++,2
562,10, Ark_Pine_Bluff,20180505,-,-1
563,10, Ark_Pine_Bluff,20180506,+,1
564,10, Ark_Pine_Bluff,20180508,-,-1
565,10, Ark_Pine_Bluff,20180509,--,-2
566,10, Ark_Pine_Bluff,20180516,---,-3
567,10, Ark_Pine_Bluff,20180517,----,-4
568,11, Arkansas,20180216,+,1
569,11, Arkansas,20180217,++,2
570,11, Arkansas,20180218,+++,3
571,11, Arkansas,20180221,++++,4
572,11, Arkansas,20180223,-,-1
573,11, Arkansas,20180224,+,1
574,11, Arkansas,20180225,-,-1
575,11, Arkansas,20180228,+,1
576,11, Arkansas,20180301,++,2
577,11, Arkansas,20180302,+++,3
578,11, Arkansas,20180303,-,-1
579,11, Arkansas,20180304,+,1
580,11, Arkansas,20180309,++,2
581,11, Arkansas,20180309,-,-1
582,11, Arkansas,20180311,+,1
583,11, Arkansas,20180313,++,2
584,11, Arkansas,20180314,+++,3
585,11, Arkansas,20180316,++++,4
586,11, Arkansas,20180317,+++++,5
587,11, Arkansas,20180317,++++++,6
588,11, Arkansas,20180321,-,-1
589,11, Arkansas,20180323,+,1
590,11, Arkansas,20180324,-,-1
591,11, Arkansas,20180325,--,-2
592,11, Arkansas,20180327,+,1
593,11, Arkansas,20180329,++,2
594,11, Arkansas,20180330,-,-1
595,11, Arkansas,20180331,--,-2
596,11, Arkansas,20180403,+,1
597,11, Arkansas,20180404,++,2
598,11, Arkansas,20180406,+++,3
599,11, Arkansas,20180407,++++,4
600,11, Arkansas,20180408,+++++,5
601,11, Arkansas,20180410,++++++,6
602,11, Arkansas,20180412,-,-1
603,11, Arkansas,20180414,+,1
604,11, Arkansas,20180414,++,2
605,11, Arkansas,20180417,+++,3
606,11, Arkansas,20180420,-,-1
607,11, Arkansas,20180421,--,-2
608,11, Arkansas,20180421,---,-3
609,11, Arkansas,20180424,+,1
610,11, Arkansas,20180427,++,2
611,11, Arkansas,20180428,+++,3
612,11, Arkansas,20180429,++++,4
613,11, Arkansas,20180504,+++++,5
614,11, Arkansas,20180505,-,-1
615,11, Arkansas,20180506,--,-2
616,11, Arkansas,20180511,+,1
617,11, Arkansas,20180512,++,2
618,11, Arkansas,20180513,+++,3
619,11, Arkansas,20180517,++++,4
620,11, Arkansas,20180518,-,-1
621,11, Arkansas,20180519,--,-2
622,11, Arkansas,20180523,+,1
623,11, Arkansas,20180525,++,2
624,11, Arkansas,20180526,-,-1
625,11, Arkansas,20180601,+,1
626,11, Arkansas,20180602,++,2
627,11, Arkansas,20180603,+++,3
628,11, Arkansas,20180609,++++,4
629,11, Arkansas,20180610,-,-1
630,11, Arkansas,20180611,+,1
631,11, Arkansas,20180617,++,2
632,11, Arkansas,20180620,+++,3
633,11, Arkansas,20180622,++++,4
634,11, Arkansas,20180626,+++++,5
635,11, Arkansas,20180627,-,-1
636,11, Arkansas,20180628,--,-2
637,12, Arkansas_St,20180216,+,1
638,12, Arkansas_St,20180218,-,-1
639,12, Arkansas_St,20180218,--,-2
640,12, Arkansas_St,20180220,+,1
641,12, Arkansas_St,20180227,++,2
642,12, Arkansas_St,20180302,-,-1
643,12, Arkansas_St,20180303,+,1
644,12, Arkansas_St,20180304,++,2
645,12, Arkansas_St,20180306,+++,3
646,12, Arkansas_St,20180309,-,-1
647,12, Arkansas_St,20180310,+,1
648,12, Arkansas_St,20180311,-,-1
649,12, Arkansas_St,20180313,+,1
650,12, Arkansas_St,20180316,-,-1
651,12, Arkansas_St,20180317,--,-2
652,12, Arkansas_St,20180318,---,-3
653,12, Arkansas_St,20180320,----,-4
654,12, Arkansas_St,20180321,-----,-5
655,12, Arkansas_St,20180323,------,-6
656,12, Arkansas_St,20180324,+,1
657,12, Arkansas_St,20180325,-,-1
658,12, Arkansas_St,20180329,+,1
659,12, Arkansas_St,20180330,++,2
660,12, Arkansas_St,20180331,-,-1
661,12, Arkansas_St,20180406,--,-2
662,12, Arkansas_St,20180407,---,-3
663,12, Arkansas_St,20180408,----,-4
664,12, Arkansas_St,20180410,-----,-5
665,12, Arkansas_St,20180411,------,-6
666,12, Arkansas_St,20180414,-------,-7
667,12, Arkansas_St,20180414,+,1
668,12, Arkansas_St,20180415,-,-1
669,12, Arkansas_St,20180418,--,-2
670,12, Arkansas_St,20180420,---,-3
671,12, Arkansas_St,20180421,----,-4
672,12, Arkansas_St,20180421,-----,-5
673,12, Arkansas_St,20180425,+,1
674,12, Arkansas_St,20180427,++,2
675,12, Arkansas_St,20180428,+++,3
676,12, Arkansas_St,20180429,-,-1
677,12, Arkansas_St,20180504,+,1
678,12, Arkansas_St,20180505,-,-1
679,12, Arkansas_St,20180506,+,1
680,12, Arkansas_St,20180508,-,-1
681,12, Arkansas_St,20180511,+,1
